peptide_id,SVM_pred,SVM_confidence,SVM_prob_AMP,SVM_score_z,SVM_distance,ESM-only_pred,ESM-only_confidence,ESM-only_prob_AMP,ESM-only_score_z,ESM-only_logit_AMP,ESM-only_logit_nonAMP,ESM-only_logit_margin,ESM+Geo20_pred,ESM+Geo20_confidence,ESM+Geo20_prob_AMP,ESM+Geo20_score_z,ESM+Geo20_logit_AMP,ESM+Geo20_logit_nonAMP,ESM+Geo20_logit_margin,ESM+QSAR12_pred,ESM+QSAR12_confidence,ESM+QSAR12_prob_AMP,ESM+QSAR12_score_z,ESM+QSAR12_logit_AMP,ESM+QSAR12_logit_nonAMP,ESM+QSAR12_logit_margin,ESM+Combined32_pred,ESM+Combined32_confidence,ESM+Combined32_prob_AMP,ESM+Combined32_score_z,ESM+Combined32_logit_AMP,ESM+Combined32_logit_nonAMP,ESM+Combined32_logit_margin
SEQ_1,1,0.90634229761212,0.90634229761212,0.9344502124535211,1.394505421961771,0,0.5035394430160522,0.49646055698394775,-1.4758399016033728,0.10985064506530762,0.18064063787460327,-0.07078999280929565,1,0.5200244784355164,0.5200244784355164,-1.2526534042764015,-0.9871702790260315,-1.3878741264343262,0.4007038474082947,1,0.5274496674537659,0.5274496674537659,-1.3727791760415595,1.052274465560913,0.5027289390563965,0.5495455265045166,1,0.5156543850898743,0.5156543850898743,-1.445128258531853,-0.7278356552124023,-1.0410264730453491,0.3131908178329468
SEQ_10,1,0.598980399128956,0.598980399128956,-0.015525782364722294,0.2902452204543924,0,0.5613834857940674,0.4386165142059326,-1.945983780640933,-0.22341793775558472,1.010475754737854,-1.233893632888794,0,0.5525027513504028,0.44749724864959717,-1.8861462726799674,-0.5891428589820862,0.4647972583770752,-1.0539400577545166,0,0.5791147947311401,0.42088520526885986,-2.2928540535151742,-0.48050692677497864,1.1151952743530273,-1.5957021713256836,0,0.518937349319458,0.481062650680542,-1.7440526749896677,-0.2359377145767212,0.14299069344997406,-0.37892842292785645
SEQ_100,1,0.8090948359521625,0.8090948359521625,0.5158193390628952,0.9078853230023348,1,0.62491774559021,0.62491774559021,-0.41551852158943525,1.6765775680541992,-0.8757947087287903,2.5523722171783447,1,0.6301993727684021,0.6301993727684021,-0.2664019177623493,0.1941860020160675,-2.4711759090423584,2.6653618812561035,1,0.6050024032592773,0.6050024032592773,-0.6941820279539521,2.2791616916656494,0.14739826321601868,2.131763458251953,1,0.6578720211982727,0.6578720211982727,-0.16846679193759811,-0.25362879037857056,-3.5227572917938232,3.2691285610198975
SEQ_1000,1,0.541907493965199,0.541907493965199,-0.1322818455400925,0.15452697646454272,1,0.5268895030021667,0.5268895030021667,-1.2296327509662657,0.23659494519233704,-0.30171462893486023,0.5383095741271973,1,0.5978080034255981,0.5978080034255981,-0.5641342406311962,-0.22423526644706726,-2.2059359550476074,1.9817006587982178,1,0.6064951419830322,0.6064951419830322,-0.6807778920733174,1.8374309539794922,-0.32558566331863403,2.1630165576934814,1,0.5001932382583618,0.5001932382583618,-1.5787253130933936,-0.5964629054069519,-0.600327730178833,0.0038648247718811035
SEQ_1001,1,0.7612909095690809,0.7612909095690809,0.3715049799954351,0.7401330807420113,1,0.6183671355247498,0.6183671355247498,-0.47180758967762626,2.036534070968628,-0.3765828013420105,2.413116931915283,1,0.695950984954834,0.695950984954834,0.37599496499132745,1.2654612064361572,-2.8749899864196777,4.140451431274414,1,0.7353454828262329,0.7353454828262329,0.5829717283514178,2.761090040206909,-2.3484866619110107,5.10957670211792,1,0.6418085098266602,0.6418085098266602,-0.3209341190611782,0.7586530447006226,-2.1574580669403076,2.9161109924316406
SEQ_1002,0,0.6486572686055148,0.3513427313944853,-0.5342524627685487,-0.3127270985878136,0,0.5506095886230469,0.4493904113769531,-1.8577743578693813,-1.2330660820007324,-0.21739643812179565,-1.015669584274292,0,0.5228800773620605,0.47711995244026184,-1.6265816168990215,-1.164918065071106,-0.7069975733757019,-0.45792049169540405,0,0.5050929188728333,0.49490708112716675,-1.6521613342776351,0.8197667002677917,0.9216289520263672,-0.10186225175857544,0,0.5434199571609497,0.4565800428390503,-1.95640055185306,-0.5896157622337341,0.2809755802154541,-0.8705913424491882
SEQ_1003,1,0.5153555404491903,0.48464445955080965,-0.2487851653186432,0.019102523555545536,1,0.5248478651046753,0.5248478651046753,-1.2461821970658113,-0.1750440001487732,-0.6724113821983337,0.49736738204956055,1,0.5233639478683472,0.5233639478683472,-1.2235116226408869,-0.8717473745346069,-1.339367389678955,0.46762001514434814,1,0.5423987507820129,0.5423987507820129,-1.2439103248479824,0.9076483249664307,0.05763201415538788,0.8500162959098816,0,0.514276921749115,0.485723078250885,-1.7037512593691289,-0.3024744391441345,-0.016858503222465515,-0.2856159210205078
SEQ_1004,1,0.5153555404491903,0.48464445955080965,-0.2487851653186432,0.019102523555545536,0,0.5016565322875977,0.49834349751472473,-1.4606172076765698,-0.23040249943733215,-0.1972724050283432,-0.03313009440898895,1,0.5497032403945923,0.5497032403945923,-0.9928118064741177,-0.5335634350776672,-1.530922770500183,0.9973593354225159,1,0.5716969966888428,0.5716969966888428,-0.9892031883236525,1.5521024465560913,0.10821071267127991,1.4438917636871338,1,0.5022286772727966,0.5022286772727966,-1.5611432244478267,-0.499439001083374,-0.5440127849578857,0.04457378387451172
SEQ_1005,1,0.5153555404491903,0.48464445955080965,-0.2487851653186432,0.019102523555545536,1,0.5481798648834229,0.5481798648834229,-1.056512682910668,0.5887114405632019,-0.3778853118419647,0.9665967226028442,1,0.5951277613639832,0.5951277613639832,-0.5883820473977469,0.016668684780597687,-1.909353494644165,1.9260221719741821,1,0.618131697177887,0.618131697177887,-0.575651775465898,1.7253684997558594,-0.6827602386474609,2.4081287384033203,1,0.5502946972846985,0.5502946972846985,-1.1444775108702283,-0.014987535774707794,-1.0242947340011597,1.0093071460723877
SEQ_1006,1,0.6686278385743327,0.6686278385743327,0.13899580280562177,0.46986242942406775,1,0.5760449767112732,0.5760449767112732,-0.8276482433110702,1.0080702304840088,-0.5247213840484619,1.5327916145324707,1,0.6031137704849243,0.6031137704849243,-0.5159771146750229,0.06789246946573257,-2.024387836456299,2.092280387878418,1,0.6257642507553101,0.6257642507553101,-0.5060388219756055,1.689103603363037,-0.881334662437439,2.5704383850097656,1,0.5612595081329346,0.5612595081329346,-1.0485665548103975,0.13579490780830383,-1.0955811738967896,1.231376051902771
